PK_STATION|STATION_NAME|WATERBODY_TYPE|WATER_RESOURCE|WATERBODY_NAME|COUNTY_NAME|HYDROLOGIC_UNIT_CODE|TMDL_BASIN|WBID|PLANNING_UNIT|GIS_ALBX|GIS_ALBY|LATITUDE|LONGITUDE|LAT_DD|LAT_MM|LAT_SS|LONG_DD|LONG_MM|LONG_SS|CMCD_COORDINATE_METHOD_ID|DCD_DATUM_ID|PK_PROJECT|COLLECTION_AGENCY|COLLECTION_DATE|COLLECTION_TIME|SAMPLE_TYPE|MATRIX|SAMPLE_DEPTH|SAMPLE_COMMENTS|FK_PARAM_CODE|PARAMETER|VALUE|VALUE_TEXT|UNITS|VALUE_QUALIFIER|MDL|PQL|ANALYZING_AGENCY|JOB_NAME|LAB_SAMPLE_ID|ANALYSIS_METHOD|ANALYSIS_DATE|ANALYSIS_TIME|RESULT_COMMENT
42360|Z1-SS-6006|STREAM|SMALL STREAM|OTTER CREEK|BAY|03140203|CHOCTAWHATCHEE - ST. ANDREW|950|CHOCTAWHATCHEE RIVER|210085.54|710809.33|302327.792|855842.103|30|23|27.792|85|58|42.103|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/19/2012 12:05:00 PM|1205|PRIMARY|WATER|0.3|TIDAL INFLUENCE. END OF INCOMING TIDE-SLACK TIDE.|301|Oxygen, Dissolved Percent Saturation|53.9|53.9|%||||NORTHWEST FLORIDA WMD||||7/19/2012 12:05:00 PM|1205|
42360|Z1-SS-6006|STREAM|SMALL STREAM|OTTER CREEK|BAY|03140203|CHOCTAWHATCHEE - ST. ANDREW|950|CHOCTAWHATCHEE RIVER|210085.54|710809.33|302327.792|855842.103|30|23|27.792|85|58|42.103|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/19/2012 12:05:00 PM|1205|PRIMARY|WATER|0.3|TIDAL INFLUENCE. END OF INCOMING TIDE-SLACK TIDE.|406|pH, Field|6.1|6.1|SU||||NORTHWEST FLORIDA WMD|||EPA 150.1|7/19/2012 12:05:00 PM|1205|
42360|Z1-SS-6006|STREAM|SMALL STREAM|OTTER CREEK|BAY|03140203|CHOCTAWHATCHEE - ST. ANDREW|950|CHOCTAWHATCHEE RIVER|210085.54|710809.33|302327.792|855842.103|30|23|27.792|85|58|42.103|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/19/2012 12:05:00 PM|1205|PRIMARY|WATER|0.3|TIDAL INFLUENCE. END OF INCOMING TIDE-SLACK TIDE.|82903|Depth, Bottom of Waterbody, Sample Site|2.8|2.8|meters||||NORTHWEST FLORIDA WMD||||7/19/2012 12:05:00 PM|1205|
42360|Z1-SS-6006|STREAM|SMALL STREAM|OTTER CREEK|BAY|03140203|CHOCTAWHATCHEE - ST. ANDREW|950|CHOCTAWHATCHEE RIVER|210085.54|710809.33|302327.792|855842.103|30|23|27.792|85|58|42.103|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/19/2012 12:05:00 PM|1205|PRIMARY|WATER|0.3|TIDAL INFLUENCE. END OF INCOMING TIDE-SLACK TIDE.|90068|Sample Depth|0.3|.3|meters||||NORTHWEST FLORIDA WMD||||7/19/2012 12:05:00 PM|1205|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||10|Water Temperature|23.1|23.1|degrees C||||NORTHWEST FLORIDA WMD|||EPA 170.1|7/25/2012 1:25:00 PM|1325|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||76|Turbidity, Lab|2|2.0|ntu||0.1|0.1|DEP CENTRAL LAB|TLH-2012-07-26-69|1444741|EPA 180.1 Rev. 2.0|7/26/2012 4:12:00 PM|1612|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||78|Transparency (Secchi Depth)|0.2|.2|meters|L|||NORTHWEST FLORIDA WMD||||7/25/2012 1:25:00 PM|1325|SECCHI VISSIBLE ON BOTTOM.
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||94|Specific Conductance, Field|31|31|uS/cm||||NORTHWEST FLORIDA WMD|||EPA 120.1|7/25/2012 1:25:00 PM|1325|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||299|Oxygen, Dissolved, Field|6.84|6.84|mg/L||||NORTHWEST FLORIDA WMD|||EPA 360.1|7/25/2012 1:25:00 PM|1325|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||301|Oxygen, Dissolved Percent Saturation|79.8|79.8|%||||NORTHWEST FLORIDA WMD||||7/25/2012 1:25:00 PM|1325|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||406|pH, Field|4.7|4.7|SU||||NORTHWEST FLORIDA WMD|||EPA 150.1|7/25/2012 1:25:00 PM|1325|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||82903|Depth, Bottom of Waterbody, Sample Site|0.2|.2|meters||||NORTHWEST FLORIDA WMD||||7/25/2012 1:25:00 PM|1325|
42359|Z1-SS-6003|STREAM|SMALL STREAM|MULE CREEK|LIBERTY|03120003|OCHLOCKONEE - ST. MARKS|684|TELOGIA CREEK|314118.32|726358.8|303231.510|845345.160|30|32|31.51|84|53|45.16|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|7/25/2012 1:25:00 PM|1325|PRIMARY|WATER|0.1||90068|Sample Depth|0.1|.1|meters||||NORTHWEST FLORIDA WMD||||7/25/2012 1:25:00 PM|1325|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||10|Water Temperature|25.1|25.1|degrees C||||NORTHWEST FLORIDA WMD|||EPA 170.1|8/6/2012 2:30:00 PM|1430|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||76|Turbidity, Lab|4.7|4.7|ntu||0.1|0.1|DEP CENTRAL LAB|TLH-2012-08-07-15|1446477|EPA 180.1 Rev. 2.0|8/7/2012 4:42:00 PM|1642|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||78|Transparency (Secchi Depth)|0.2|.2|meters|L|||NORTHWEST FLORIDA WMD||||8/6/2012 2:30:00 PM|1430|SECCHI VISSIBLE ON BOTTOM.
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||94|Specific Conductance, Field|39|39|uS/cm||||NORTHWEST FLORIDA WMD|||EPA 120.1|8/6/2012 2:30:00 PM|1430|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||299|Oxygen, Dissolved, Field|8.54|8.54|mg/L||||NORTHWEST FLORIDA WMD|||EPA 360.1|8/6/2012 2:30:00 PM|1430|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||301|Oxygen, Dissolved Percent Saturation|103.5|103.5|%||||NORTHWEST FLORIDA WMD||||8/6/2012 2:30:00 PM|1430|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||406|pH, Field|6.1|6.1|SU||||NORTHWEST FLORIDA WMD|||EPA 150.1|8/6/2012 2:30:00 PM|1430|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||82903|Depth, Bottom of Waterbody, Sample Site|0.2|.2|meters||||NORTHWEST FLORIDA WMD||||8/6/2012 2:30:00 PM|1430|
42365|Z1-SS-6020|STREAM|SMALL STREAM|UNNAMED  SMALL STREAM|SANTA ROSA|03140104|PENSACOLA|62|BLACKWATER RIVER|105610.27|765876.11|305204.463|870450.342|30|52|4.463|87|4|50.342|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 2:30:00 PM|1430|PRIMARY|WATER|0.1||90068|Sample Depth|0.1|.1|meters||||NORTHWEST FLORIDA WMD||||8/6/2012 2:30:00 PM|1430|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||10|Water Temperature|26.9|26.9|degrees C||||NORTHWEST FLORIDA WMD|||EPA 170.1|8/6/2012 5:55:00 PM|1755|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||76|Turbidity, Lab|11|11|ntu||0.1|0.1|DEP CENTRAL LAB|TLH-2012-08-07-15|1446478|EPA 180.1 Rev. 2.0|8/7/2012 4:42:00 PM|1642|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||78|Transparency (Secchi Depth)|0.6|.6|meters|L|||NORTHWEST FLORIDA WMD||||8/6/2012 5:55:00 PM|1755|SECCHI VISSIBLE ON BOTTOM.
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||94|Specific Conductance, Field|433|433|uS/cm||||NORTHWEST FLORIDA WMD|||EPA 120.1|8/6/2012 5:55:00 PM|1755|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||299|Oxygen, Dissolved, Field|6.47|6.47|mg/L||||NORTHWEST FLORIDA WMD|||EPA 360.1|8/6/2012 5:55:00 PM|1755|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||301|Oxygen, Dissolved Percent Saturation|81.2|81.2|%||||NORTHWEST FLORIDA WMD||||8/6/2012 5:55:00 PM|1755|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||406|pH, Field|6.9|6.9|SU||||NORTHWEST FLORIDA WMD|||EPA 150.1|8/6/2012 5:55:00 PM|1755|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||82903|Depth, Bottom of Waterbody, Sample Site|0.6|.6|meters||||NORTHWEST FLORIDA WMD||||8/6/2012 5:55:00 PM|1755|
42369|Z1-SS-6028|STREAM|SMALL STREAM|ELEVENMILE CREEK|ESCAMBIA|03140107|PERDIDO|489|PERDIDO BAY|79575.99|724867.24|302932.406|872028.801|30|29|32.406|87|20|28.801|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/6/2012 5:55:00 PM|1755|PRIMARY|WATER|0.3||90068|Sample Depth|0.3|.3|meters||||NORTHWEST FLORIDA WMD||||8/6/2012 5:55:00 PM|1755|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||10|Water Temperature|22.5|22.5|degrees C||||NORTHWEST FLORIDA WMD|||EPA 170.1|8/7/2012 11:40:00 AM|1140|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||76|Turbidity, Lab|2.7|2.7|ntu|A|0.1|0.1|DEP CENTRAL LAB|TLH-2012-08-08-33|1447008|EPA 180.1 Rev. 2.0|8/8/2012 4:02:00 PM|1602|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||78|Transparency (Secchi Depth)|0.2|.2|meters|L|||NORTHWEST FLORIDA WMD||||8/7/2012 11:40:00 AM|1140|SECCHI VISSIBLE ON BOTTOM.
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||94|Specific Conductance, Field|27|27|uS/cm||||NORTHWEST FLORIDA WMD|||EPA 120.1|8/7/2012 11:40:00 AM|1140|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||299|Oxygen, Dissolved, Field|7.73|7.73|mg/L||||NORTHWEST FLORIDA WMD|||EPA 360.1|8/7/2012 11:40:00 AM|1140|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||301|Oxygen, Dissolved Percent Saturation|89.3|89.3|%||||NORTHWEST FLORIDA WMD||||8/7/2012 11:40:00 AM|1140|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||406|pH, Field|4.9|4.9|SU||||NORTHWEST FLORIDA WMD|||EPA 150.1|8/7/2012 11:40:00 AM|1140|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||82903|Depth, Bottom of Waterbody, Sample Site|0.2|.2|meters||||NORTHWEST FLORIDA WMD||||8/7/2012 11:40:00 AM|1140|
42368|Z1-SS-6024|STREAM|SMALL STREAM|EARNEST MILL CREEK|SANTA ROSA|03140104|PENSACOLA|250|BLACKWATER RIVER|117362.81|753559.32|304534.260|865716.654|30|45|34.26|86|57|16.654|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 11:40:00 AM|1140|PRIMARY|WATER|0.1||90068|Sample Depth|0.1|.1|meters||||NORTHWEST FLORIDA WMD||||8/7/2012 11:40:00 AM|1140|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||10|Water Temperature|25.1|25.1|degrees C||||NORTHWEST FLORIDA WMD|||EPA 170.1|8/7/2012 3:00:00 PM|1500|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||76|Turbidity, Lab|1.7|1.7|ntu||0.1|0.1|DEP CENTRAL LAB|TLH-2012-08-08-33|1447009|EPA 180.1 Rev. 2.0|8/8/2012 4:02:00 PM|1602|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||78|Transparency (Secchi Depth)|0.3|.3|meters|L|||NORTHWEST FLORIDA WMD||||8/7/2012 3:00:00 PM|1500|SECCHI VISSIBLE ON BOTTOM.
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||94|Specific Conductance, Field|31|31|uS/cm||||NORTHWEST FLORIDA WMD|||EPA 120.1|8/7/2012 3:00:00 PM|1500|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||299|Oxygen, Dissolved, Field|6.35|6.35|mg/L||||NORTHWEST FLORIDA WMD|||EPA 360.1|8/7/2012 3:00:00 PM|1500|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||301|Oxygen, Dissolved Percent Saturation|76.9|76.9|%||||NORTHWEST FLORIDA WMD||||8/7/2012 3:00:00 PM|1500|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||406|pH, Field|6|6|SU||||NORTHWEST FLORIDA WMD|||EPA 150.1|8/7/2012 3:00:00 PM|1500|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||82903|Depth, Bottom of Waterbody, Sample Site|0.3|.3|meters||||NORTHWEST FLORIDA WMD||||8/7/2012 3:00:00 PM|1500|
42370|Z1-SS-6031|STREAM|SMALL STREAM|NARROWS CREEK|OKALOOSA|03140104|PENSACOLA|173|BLACKWATER RIVER|143251.84|764850.65|305159.757|864111.937|30|51|59.757|86|41|11.937|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/7/2012 3:00:00 PM|1500|PRIMARY|WATER|0.15||90068|Sample Depth|0.15|.15|meters||||NORTHWEST FLORIDA WMD||||8/7/2012 3:00:00 PM|1500|
42371|Z1-SS-6034|STREAM|SMALL STREAM|BLACK CREEK|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|679|CHOCTAWHATCHEE RIVER|208157.87|719354.38|302803.938|855959.578|30|28|3.938|85|59|59.578|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/13/2012 12:00:00 PM|1200|PRIMARY|WATER|0.3||10|Water Temperature|23.1|23.1|degrees C||||NORTHWEST FLORIDA WMD|||EPA 170.1|8/13/2012 12:00:00 PM|1200|
42371|Z1-SS-6034|STREAM|SMALL STREAM|BLACK CREEK|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|679|CHOCTAWHATCHEE RIVER|208157.87|719354.38|302803.938|855959.578|30|28|3.938|85|59|59.578|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/13/2012 12:00:00 PM|1200|PRIMARY|WATER|0.3||76|Turbidity, Lab|2.9|2.9|ntu|A|0.1|0.1|DEP CENTRAL LAB|TLH-2012-08-14-11|1447917|EPA 180.1 Rev. 2.0|8/14/2012 2:35:00 PM|1435|
42371|Z1-SS-6034|STREAM|SMALL STREAM|BLACK CREEK|WALTON|03140203|CHOCTAWHATCHEE - ST. ANDREW|679|CHOCTAWHATCHEE RIVER|208157.87|719354.38|302803.938|855959.578|30|28|3.938|85|59|59.578|DGPS|WGS84|Z1SS1207|NORTHWEST FLORIDA WMD|8/13/2012 12:00:00 PM|1200|PRIMARY|WATER|0.3||78|Transparency (Secchi Depth)|0.6|.6|meters||||NORTHWEST FLORIDA WMD||||8/13/2012 12:00:00 PM|1200|
